hex,flight,r,t,alt_baro,lat_rnd,lon_rnd,ICAOTypeCode,Manufacturer,OperatorFlagCode,RegisteredOwners,Type
43e835,MCICO   ,M-CICO,FA50,ground,43.6,1.4,F5EX,Dassault,F5EX,Da Yang Seafood Ltd,Falcon 50EX
424bc5,MDUBS   ,M-DUBS,FA7X,ground,43.6,6.9,FA7X,Dassault,FA7X,6D Aviation Operating Ltd,Falcon 7X
484d02,XRO172  ,PH-AJX,FA7X,ground,43.6,6.9,FA7X,Dassault,XRO,Exxaero,Falcon 7X
4915a5,LMJ218E ,CS-EME,F900,ground,43.6,6.9,,---,,---,---
3c5853,AHO766J ,D-AFBS,E35L,ground,43.6,6.9,E35L,Embraer,AHO,Air Hamburg GmbH,Legacy 650
424bc5,MDUBS   ,M-DUBS,FA7X,ground,43.6,7.0,FA7X,Dassault,FA7X,6D Aviation Operating Ltd,Falcon 7X
484d02,XRO172  ,PH-AJX,FA7X,ground,43.6,7.0,FA7X,Dassault,XRO,Exxaero,Falcon 7X
4915a5,LMJ218E ,CS-EME,F900,ground,43.6,7.0,,---,,---,---
3c5853,AHO766J ,D-AFBS,E35L,ground,43.6,7.0,E35L,Embraer,AHO,Air Hamburg GmbH,Legacy 650
c03c34,HRT246  ,C-FWUT,CL30,ground,43.7,-79.7,CL30,Bombardier,HRT,Chartright Air,Challenger 300
c01022,HRT042  ,C-FGCV,CL30,ground,43.7,-79.7,CL30,Bombardier,HRT,Chartright Air,Challenger 300
c0107a,HRT381  ,C-FGGF,CL30,ground,43.7,-79.7,CL30,Bombardier,HRT,Chartright Air,Challenger 300
a73659,LXJ564  ,N564FX,CL30,ground,43.7,-79.7,CL35,Bombardier,LXJ,Flexjet,Challenger 350
a29ea2,PEG68   ,N268VT,GLF4,ground,43.7,-79.7,GLF4,Gulfstream Aerospace,PEG,Pegasus Elite Aviation,GIV SP
a6f280,LXJ547  ,N547FX,CL30,ground,43.7,-79.7,CL30,Bombardier,LXJ,Flexjet,Challenger 300
a768fd,LXJ577  ,N577FX,CL30,ground,43.7,-79.7,CL35,Bombardier,LXJ,Flexjet,Challenger 350
c05220,ROU1700 ,C-GFCP,GLF4,ground,43.7,-79.7,A320,Airbus,ROU,Air Canada Rouge,A320 214
c05220,ROU1794 ,C-GFCP,GLF4,ground,43.7,-79.7,A320,Airbus,ROU,Air Canada Rouge,A320 214
c068c9,HRT924  ,C-GNRS,GLEX,ground,43.7,-79.7,GLEX,Bombardier,SYB,Skyservice Business Aviation,Global Express XRS
c05212,CGFCB   ,C-GFCB,CL30,ground,43.7,-79.7,CL30,Bombardier,EXA,Execaire Inc,Challenger 300
c0424e,CFZCV   ,C-FZCV,G280,ground,43.7,-79.6,G280,Gulfstream Aerospace,SYB,Skyservice Business Aviation,G280
c03c34,HRT246  ,C-FWUT,CL30,ground,43.7,-79.6,CL30,Bombardier,HRT,Chartright Air,Challenger 300
c01022,HRT042  ,C-FGCV,CL30,ground,43.7,-79.6,CL30,Bombardier,HRT,Chartright Air,Challenger 300
c0107a,HRT381  ,C-FGGF,CL30,ground,43.7,-79.6,CL30,Bombardier,HRT,Chartright Air,Challenger 300
a73659,LXJ564  ,N564FX,CL30,ground,43.7,-79.6,CL35,Bombardier,LXJ,Flexjet,Challenger 350
a23047,N240CX  ,N240CX,GLF6,ground,43.7,-79.6,G650,Gulfstream Aerospace,G650,Onex Partners Advisor Group Inc,G650
a0765e,GJE1209 ,N129NS,GLF4,ground,43.7,-79.6,GLF4,Gulfstream Aerospace,GLF4,Alliance Aviation Group LLC,GIV SP
a0cb44,N150MB  ,N150MB,CL30,ground,43.7,-79.6,CL30,Bombardier,CL30,Craft Charter,Challenger 300
a9b63c,LRT0725 ,N725BD,E35L,ground,43.7,-79.6,E35L,Embraer,LRT,Liberty Jet Management,Legacy 600
c04e94,SYB007  ,C-GDTR,GLEX,ground,43.7,-79.6,GL6T,Bombardier,SYB,Skyservice Business Aviation,Global 6000
a29ea2,PEG68   ,N268VT,GLF4,ground,43.7,-79.6,GLF4,Gulfstream Aerospace,PEG,Pegasus Elite Aviation,GIV SP
a6f280,LXJ547  ,N547FX,CL30,ground,43.7,-79.6,CL30,Bombardier,LXJ,Flexjet,Challenger 300
a768fd,LXJ577  ,N577FX,CL30,ground,43.7,-79.6,CL35,Bombardier,LXJ,Flexjet,Challenger 350
c05220,ACA1700 ,C-GFCP,GLF4,ground,43.7,-79.6,A320,Airbus,ROU,Air Canada Rouge,A320 214
c05220,ROU1700 ,C-GFCP,GLF4,ground,43.7,-79.6,A320,Airbus,ROU,Air Canada Rouge,A320 214
c05220,ROU1703 ,C-GFCP,GLF4,ground,43.7,-79.6,A320,Airbus,ROU,Air Canada Rouge,A320 214
c05220,ROU1794 ,C-GFCP,GLF4,ground,43.7,-79.6,A320,Airbus,ROU,Air Canada Rouge,A320 214
c068c9,HRT924  ,C-GNRS,GLEX,ground,43.7,-79.6,GLEX,Bombardier,SYB,Skyservice Business Aviation,Global Express XRS
c05212,CGFCB   ,C-GFCB,CL30,ground,43.7,-79.6,CL30,Bombardier,EXA,Execaire Inc,Challenger 300
c031f0,CFSXR   ,C-FSXR,CL30,ground,43.7,-79.6,CL30,Bombardier,CL30,Sobeys Capital Inc,Challenger 300
3c5853,AHO771L ,D-AFBS,E35L,ground,43.7,7.2,E35L,Embraer,AHO,Air Hamburg GmbH,Legacy 650
44049c,LXG14C  ,OE-ITC,GLF4,ground,43.7,7.2,G450,Gulfstream Aerospace,LXG,Luxaviation Germany,G450
49d0e0,ABP752  ,OK-JNT,E35L,ground,43.7,7.2,E35L,Embraer,ABP,ABS Jets,Legacy 600
4d0209,SVW44LF ,LX-DLF,GLF6,ground,43.7,7.2,G650,Gulfstream Aerospace,SVW,Global Jet Luxembourg SA,G650
4d21de,9HJLK   ,9H-JLK,FA7X,ground,43.8,11.2,FA7X,Dassault,TEU,TAG Aviation Malta Ltd,Falcon 7X
4a5243,TOY202  ,YR-TRC,CL30,ground,43.8,11.2,CL30,Bombardier,TOY,Toyo Aviation,Challenger 300
a1c9ea,EJM214  ,N214RW,CL30,ground,43.9,-91.3,CL35,Bombardier,EJM,Executive Jet Management,Challenger 350
42465f,MMM9631 ,VP-BOR,GLF4,ground,44.2,43.1,,---,,---,---
42465f,MMM9632 ,VP-BOR,GLF4,ground,44.2,43.1,,---,,---,---
a91dd2,        ,N687GD,GLF6,ground,44.3,-88.5,,---,,---,---
a91dd2,GLF9    ,N687GD,GLF6,ground,44.3,-88.5,,---,,---,---
a7ac76,N594CA  ,N594CA,CL30,ground,44.5,-88.1,CL30,Bombardier,CL30,Delta Aviation LLC,Challenger 300
ad1134,JTL941  ,N941DK,E35L,ground,44.5,-88.1,E35L,Embraer,EJM,Executive Jet Management,Legacy 650
a3d097,N345HG  ,N345HG,CL30,ground,44.7,-85.6,CL30,Bombardier,CL30,Pentastar Aviation,Challenger 300
ab4b2b,N827DD  ,N827DD,CL30,ground,44.7,-85.6,CL35,Bombardier,EDG,Jet Edge,Challenger 350
a42dee,N369CA  ,N369CA,FA7X,ground,44.8,-68.8,FA7X,Dassault,PRD,Presidential Aviation,Falcon 7X
a79bba,N59GX   ,N59GX,GLEX,ground,44.8,-0.7,GLEX,Bombardier,PVA,Planet Nine Private Air,Global Express
a0ca4b,N150BC  ,N150BC,FA7X,ground,44.9,-123.0,FA7X,Dassault,FA7X,BRC Transit LLC,Falcon 7X
a7743f,JAS182  ,N58HA,CL30,ground,44.9,-93.2,CL30,Bombardier,JAS,Jet Aviation Flight Services,Challenger 300
a56d31,N449MT  ,N449MT,GLF6,ground,44.9,-93.2,G650,Gulfstream Aerospace,G650,Medtronic PLC,G650 ER
ad690d,N963U   ,N963U,F900,ground,44.9,-93.2,F9LX,Dassault,F9LX,N963U LLC,Falcon 900LX
ac5bb9,DOW896  ,N896BB,CL30,ground,44.9,-93.1,CL30,Bombardier,DOW,Best Jets International,Challenger 300
a5cc86,N473CW  ,N473CW,GLF4,ground,44.9,-93.1,GLF4,Gulfstream Aerospace,GLF4,Pentastar Aviation,GIV SP
a5a91d,DCM3431 ,N464GR,GLF6,ground,44.9,-93.1,G650,Gulfstream Aerospace,G650,Big Bridge Holdings Inc,G650
a5a91d,        ,N464GR,GLF6,ground,44.9,-93.1,G650,Gulfstream Aerospace,G650,Big Bridge Holdings Inc,G650
a6d5c6,N54CA   ,N54CA,CL30,ground,44.9,-93.1,CL35,Bombardier,CL35,Captive-Aire Systems Inc,Challenger 350
ac2ccc,DOW884  ,N884BB,F900,ground,44.9,-93.1,F900,Dassault,DOW,Best Jets International,Falcon 900
c031f0,CFSXR   ,C-FSXR,CL30,ground,44.9,-63.5,CL30,Bombardier,CL30,Sobeys Capital Inc,Challenger 300
4d21a5,9HSFK   ,9H-SFK,FA7X,ground,44.9,5.0,FA7X,Dassault,KFE,Skyfirst Ltd,Falcon 7X
a6a0d4,N526SM  ,N526SM,FA50,ground,45.2,-122.8,FA50,Dassault,FA50,Falcon 50 N526SM LLC,Falcon 50
a6a0d4,N526SM  ,N526SM,FA50,ground,45.3,-122.8,FA50,Dassault,FA50,Falcon 50 N526SM LLC,Falcon 50
4d0209,SVW44LF ,LX-DLF,GLF6,ground,45.4,9.3,G650,Gulfstream Aerospace,SVW,Global Jet Luxembourg SA,G650
3929cc,DSF01MO ,F-GKOM,F900,ground,45.4,9.3,F900,Dassault,DSF,DFS France,Falcon 900 B
39a529,FHJJJ   ,F-HJJJ,F900,ground,45.4,9.3,F9LX,Dassault,F9LX,JCDecaux Group,Falcon 900LX
4405aa,LDX7C   ,OE-HPG,CL30,ground,45.4,9.3,CL30,Bombardier,LDX,Sparfell Luftfahrt GmbH,Challenger 300
add353,N990HA  ,N990HA,FA7X,ground,45.4,9.3,FA7X,Dassault,CLY,Clay Lacy Aviation Inc,Falcon 7X
c04e20,CGDPF   ,C-GDPF,GLEX,ground,45.5,-73.7,GLEX,Bombardier,EXA,Execaire Inc,Global Express XRS
add149,N99LE   ,N99LE,GLEX,ground,45.5,-73.7,GL6T,Bombardier,GL6T,Corporate,Global 6000
a25785,N250AG  ,N250AG,CL30,ground,45.5,-73.7,CL35,Bombardier,CL35,Business Jet Access,Challenger 350
c03d0c,CFXDB   ,C-FXDB,GLEX,ground,45.5,-73.7,GL6T,Bombardier,KNT,Flightpath Charter Airways,Global 6000
c0460c,PSC359  ,C-GANR,GLEX,ground,45.5,-73.7,SF34,Saab,PSC,Pascan Aviation,340 B
c0460c,PSC360  ,C-GANR,GLEX,ground,45.5,-73.7,SF34,Saab,PSC,Pascan Aviation,340 B
a65054,N506BA  ,N506BA,FA7X,ground,45.5,-73.4,FA7X,Dassault,XFL,Executive Fliteways,Falcon 7X
4d0209,SVW44LF ,LX-DLF,GLF6,ground,45.5,9.3,G650,Gulfstream Aerospace,SVW,Global Jet Luxembourg SA,G650
3929cc,DSF01MO ,F-GKOM,F900,ground,45.5,9.3,F900,Dassault,DSF,DFS France,Falcon 900 B
39a529,FHJJJ   ,F-HJJJ,F900,ground,45.5,9.3,F9LX,Dassault,F9LX,JCDecaux Group,Falcon 900LX
4405aa,LDX7C   ,OE-HPG,CL30,ground,45.5,9.3,CL30,Bombardier,LDX,Sparfell Luftfahrt GmbH,Challenger 300
add353,N990HA  ,N990HA,FA7X,ground,45.5,9.3,FA7X,Dassault,CLY,Clay Lacy Aviation Inc,Falcon 7X
4d2136,ULC66   ,9H-FCA,GLEX,ground,45.5,12.3,GL6T,Bombardier,ULC,Albinati Aviation Ltd,Global 6000
adde93,EJM106  ,N993JC,E35L,ground,45.6,-122.6,E35L,Embraer,EJM,Executive Jet Management,Legacy 600
a6a0d4,N526SM  ,N526SM,FA50,ground,45.6,-122.6,FA50,Dassault,FA50,Falcon 50 N526SM LLC,Falcon 50
a68371,LXJ519  ,N519FX,CL30,ground,45.6,-122.6,CL30,Bombardier,LXJ,Flexjet,Challenger 300
a1d807,EDG436  ,N218JE,GLF4,ground,45.6,-122.6,GLF4,Gulfstream Aerospace,EDG,Jet Edge,GIV SP
a690ef,LXJ522  ,N522FX,CL30,ground,45.6,-122.6,CL30,Bombardier,LXJ,Flexjet,Challenger 300
a7767b,LXJ580  ,N580FX,CL30,ground,45.6,-122.6,CL35,Bombardier,LXJ,Flexjet,Challenger 350
aa3103,N756HA  ,N756HA,CL30,ground,45.6,-122.6,CL35,Bombardier,CL35,Hamilton Aviation Inc,Challenger 350
4d2155,VJT993  ,9H-VTD,GLEX,ground,45.6,8.7,GL6T,Bombardier,VJT,VistaJet,Global 6000
440426,AOJ82R  ,OE-LRR,FA7X,ground,45.7,12.2,,---,,---,---
ac9576,N91MS   ,N91MS,F900,ground,45.8,-111.2,F900,Dassault,F900,Labbe LLC,Falcon 900
ac9576,N91MS   ,N91MS,F900,ground,45.8,-111.1,F900,Dassault,F900,Labbe LLC,Falcon 900
424b2a,MNINE   ,M-NINE,F900,ground,46.0,8.9,F9LX,Dassault,F9LX,Premier Aircraft Leasing Limited,Falcon 900LX
a33a30,EJM37   ,N307JW,CL30,ground,46.1,-118.3,CL30,Bombardier,EJM,Executive Jet Management,Challenger 300
4b8642,TCARB   ,TC-ARB,CL30,ground,46.2,6.1,CL30,Bombardier,CL30,Arkasair Havacilik,Challenger 300
4d2148,ULC34   ,9H-FCB,FA7X,ground,46.2,6.1,FA7X,Dassault,ULC,Albinati Aviation Ltd,Falcon 7X
43ea70,MINTY   ,M-INTY,G280,ground,46.2,6.1,G280,Gulfstream Aerospace,G280,Hampshire Aviation Ltd,G280
a40da9,N360PZ  ,N360PZ,FA7X,ground,46.2,6.1,FA7X,Dassault,FA7X,City Electric Supply Company,Falcon 7X
06a1cb,        ,A7-CGF,GLF6,ground,46.2,6.1,G650,Gulfstream Aerospace,QQE,Qatar Executive,G650 ER
06a1cb,QQE201  ,A7-CGF,GLF6,ground,46.2,6.1,G650,Gulfstream Aerospace,QQE,Qatar Executive,G650 ER
4d21de,9HJLK   ,9H-JLK,FA7X,ground,46.2,6.1,FA7X,Dassault,TEU,TAG Aviation Malta Ltd,Falcon 7X
4d212d,VJT938  ,9H-VJT,GLEX,ground,46.2,6.1,GL6T,Bombardier,VJT,VistaJet,Global 6000
3c10aa,AHO848M ,D-AVIB,E35L,ground,46.2,6.1,E35L,Embraer,AHO,Air Hamburg GmbH,Legacy 600
4247c5,VPCLH   ,VP-CLH,GLF6,ground,46.2,6.1,G650,Gulfstream Aerospace,G650,Jet Aviation Business Jets (HK) Ltd,G650 ER
06a1cd,QQE741  ,A7-CGH,GLF6,ground,46.2,6.1,G650,Gulfstream Aerospace,QQE,Qatar Executive,G650 ER
06a1cd,        ,A7-CGH,GLF6,ground,46.2,6.1,G650,Gulfstream Aerospace,QQE,Qatar Executive,G650 ER
4b1870,HBJGQ   ,HB-JGQ,CL30,ground,46.2,6.1,CL30,Bombardier,PJZ,Premium Jet AG,Challenger 300
a6eab1,N545C   ,N545C,G280,ground,46.2,6.1,G280,Gulfstream Aerospace,G280,Cutrale North America Inc,G280
a2ddff,N284MW  ,N284MW,G280,ground,46.7,-117.1,G280,Gulfstream Aerospace,G280,Schweitzer Aircraft Leasing Inc,G280
c05220,ROU1794 ,C-GFCP,GLF4,ground,46.8,-71.4,A320,Airbus,ROU,Air Canada Rouge,A320 214
c05220,ROU1799 ,C-GFCP,GLF4,ground,46.8,-71.4,A320,Airbus,ROU,Air Canada Rouge,A320 214
c0460c,PSC359  ,C-GANR,GLEX,ground,46.8,-71.4,SF34,Saab,PSC,Pascan Aviation,340 B
c0460c,PSC360  ,C-GANR,GLEX,ground,46.8,-71.4,SF34,Saab,PSC,Pascan Aviation,340 B
4d0212,SVW36CC ,LX-ICE,GLF6,ground,46.8,23.7,G650,Gulfstream Aerospace,SVW,Global Jet Luxembourg SA,G650 ER
4068e9,LNX07CY ,G-SPCY,E35L,ground,47.3,11.3,,---,,---,---
4068e9,LNX07CY ,G-SPCY,E35L,ground,47.3,11.4,,---,,---,---
479aca,MDT9    ,LN-AGR,FA7X,ground,47.4,8.5,FA7X,Dassault,AKK,Aker ASA,Falcon 7X
4247c5,VPCLH   ,VP-CLH,GLF6,ground,47.4,8.6,G650,Gulfstream Aerospace,G650,Jet Aviation Business Jets (HK) Ltd,G650 ER
440be6,IJM925  ,OE-LCD,GLEX,ground,47.4,8.6,GLEX,Bombardier,IJM,International Jet Management GmbH,Global Express XRS
424b04,MAGMA   ,M-AGMA,GLEX,ground,47.4,8.6,GLEX,Bombardier,GLEX,Magma Jets Management Ltd,Global Express XRS
aa2de2,N755PA  ,N755PA,G280,ground,47.5,-122.3,G280,Gulfstream Aerospace,G280,MJL Air Partners LLC,G280
aa9963,EJA782  ,N782QS,CL30,ground,47.5,-122.3,CL35,Bombardier,EJA,NetJets,Challenger 350
aaafad,EJA788  ,N788QS,CL30,ground,47.5,-122.3,CL35,Bombardier,EJA,NetJets,Challenger 350
a88cec,JCY650  ,N650C,GLF6,ground,47.5,-122.3,G650,Gulfstream Aerospace,JCY,Aerius Management,G650 ER
aa882e,EJA778  ,N778QS,CL30,ground,47.5,-122.3,CL35,Bombardier,EJA,NetJets,Challenger 350
a82ec6,EJM626  ,N626Z,FA7X,ground,47.5,-122.3,FA7X,Dassault,EJM,Executive Jet Management,Falcon 7X
a0b6b2,EJA145  ,N145QS,GLEX,ground,47.5,-122.3,GL6T,Bombardier,EJA,NetJets,Global 6000
a07fda,JCY131  ,N131KS,CL30,ground,47.5,-122.3,CL30,Bombardier,CL30,Springbok LLC,Challenger 300
a3d7e4,N347FZ  ,N347FZ,CL30,ground,47.5,-122.3,CL35,Bombardier,CLY,Clay Lacy Aviation Inc,Challenger 350
a42ec0,N369LL  ,N369LL,CL30,ground,47.5,-122.3,CL35,Bombardier,CL35,Latitude 33 Aviation,Challenger 350
a105b0,EJA165  ,N165QS,GLEX,ground,47.5,-122.3,GL6T,Bombardier,EJA,NetJets,Global 6000
a105b0,N165QS  ,N165QS,GLEX,ground,47.5,-122.3,GL6T,Bombardier,EJA,NetJets,Global 6000
a2ce30,N280CC  ,N280CC,G280,ground,47.5,-122.3,G280,Gulfstream Aerospace,G280,Corporate,G280
aa5de3,N7670B  ,N7670B,CL30,ground,47.5,-122.3,CL30,Bombardier,CL30,OB Air LLC,Challenger 300
479aca,MDT9    ,LN-AGR,FA7X,ground,47.5,8.5,FA7X,Dassault,AKK,Aker ASA,Falcon 7X
44002e,FSE1B   ,OE-HWM,G280,ground,47.5,8.5,G280,Gulfstream Aerospace,FSE,Alpine Flightservice,G280
424388,VPBAS   ,VP-BAS,FA7X,ground,47.5,8.6,,---,,---,---
3c68b4,AHO666F ,D-AJET,E35L,ground,47.5,8.6,E35L,Embraer,AHO,Air Hamburg GmbH,Legacy 650 E
4247c5,VPCLH   ,VP-CLH,GLF6,ground,47.5,8.6,G650,Gulfstream Aerospace,G650,Jet Aviation Business Jets (HK) Ltd,G650 ER
4b1870,HBJGQ   ,HB-JGQ,CL30,ground,47.5,8.6,CL30,Bombardier,PJZ,Premium Jet AG,Challenger 300
479aca,MDT9    ,LN-AGR,FA7X,ground,47.5,8.6,FA7X,Dassault,AKK,Aker ASA,Falcon 7X
440be6,IJM925  ,OE-LCD,GLEX,ground,47.5,8.6,GLEX,Bombardier,IJM,International Jet Management GmbH,Global Express XRS
424b04,MAGMA   ,M-AGMA,GLEX,ground,47.5,8.6,GLEX,Bombardier,GLEX,Magma Jets Management Ltd,Global Express XRS
44002e,FSE1B   ,OE-HWM,G280,ground,47.5,8.6,G280,Gulfstream Aerospace,FSE,Alpine Flightservice,G280
3c0699,AHO751Q ,D-ARMY,E35L,ground,47.5,8.6,E35L,Embraer,AHO,Air Hamburg GmbH,Legacy 650 E
43ea51,MERCI   ,M-ABCC,GLEX,ground,47.5,8.6,GL6T,Bombardier,GL6T,ABA AG,Global 6000
502d66,UAG65D  ,YL-DAN,E35L,ground,47.5,8.6,E35L,Embraer,UAG,Union Aviation,Legacy 650
06a1ca,QQE228  ,A7-CGE,GLF6,ground,47.6,7.5,G650,Gulfstream Aerospace,QQE,Qatar Executive,G650 ER
3c624e,HRN512  ,D-AHRN,F900,ground,47.6,7.5,F9EX,Dassault,HRN,Heron Aviation GmbH,Falcon 900EX
42476c,VPCZB   ,VP-CZB,GLF6,ground,47.6,7.5,G650,Gulfstream Aerospace,PJS,Jet Aviation Business Jets AG,G650
aaafad,EJA788  ,N788QS,CL30,ground,47.7,-117.3,CL35,Bombardier,EJA,NetJets,Challenger 350
a2a74c,N270JH  ,N270JH,CL30,ground,47.8,-116.8,CL30,Bombardier,CL30,LCG Aviation LLC,Challenger 300
a03bc1,N114HC  ,N114HC,FA50,ground,47.8,13.0,F5EX,Dassault,F5EX,Harsco Corp,Falcon 50EX
44047d,AOJ84K  ,OE-IBK,E35L,ground,48.1,16.5,E35L,Embraer,AOJ,Avcon Jet AG,Legacy 600
3c61e9,AHO892Y ,D-AHOI,E35L,ground,48.1,16.5,E35L,Embraer,AHO,Air Hamburg GmbH,Legacy 650
4405aa,LDX7C   ,OE-HPG,CL30,ground,48.1,16.5,CL30,Bombardier,LDX,Sparfell Luftfahrt GmbH,Challenger 300
4bb961,TCNKA   ,TC-NKA,GLF4,ground,48.1,16.5,G450,Gulfstream Aerospace,G450,Air Enka,G450
50025b,T7SER   ,T7-SER,GLEX,ground,48.1,16.5,,---,,---,---
600bc8,ESW002  ,4K-ASG,GLF6,ground,48.1,16.5,G650,Gulfstream Aerospace,ESW,ASG Business Aviation,G650
44047d,AOJ84K  ,OE-IBK,E35L,ground,48.1,16.6,E35L,Embraer,AOJ,Avcon Jet AG,Legacy 600
3c61e9,AHO892Y ,D-AHOI,E35L,ground,48.1,16.6,E35L,Embraer,AHO,Air Hamburg GmbH,Legacy 650
4405aa,LDX7C   ,OE-HPG,CL30,ground,48.1,16.6,CL30,Bombardier,LDX,Sparfell Luftfahrt GmbH,Challenger 300
4bb961,TCNKA   ,TC-NKA,GLF4,ground,48.1,16.6,G450,Gulfstream Aerospace,G450,Air Enka,G450
50025b,T7SER   ,T7-SER,GLEX,ground,48.1,16.6,,---,,---,---
600bc8,ESW002  ,4K-ASG,GLF6,ground,48.1,16.6,G650,Gulfstream Aerospace,ESW,ASG Business Aviation,G650
49d0e0,ABP752  ,OK-JNT,E35L,ground,48.2,17.2,E35L,Embraer,ABP,ABS Jets,Legacy 600
49d0e0,ABP753  ,OK-JNT,E35L,ground,48.2,17.2,E35L,Embraer,ABP,ABS Jets,Legacy 600
3c1c82,AHO733D ,D-AZUR,E35L,ground,48.8,8.1,E35L,Embraer,AHO,Air Hamburg GmbH,Legacy 650
3c0c0c,AHO847Y ,D-ATOP,E35L,ground,48.9,2.4,E35L,Embraer,AHO,Air Hamburg GmbH,Legacy 650 E
39de26,IXR529G ,F-HXRG,GLEX,ground,49.0,2.4,GLEX,Bombardier,IXR,iXAir,Global Express XRS
407761,LNX10KG ,G-KGKG,E35L,ground,49.0,2.4,,---,,---,---
4d22d1,ALE75X  ,9H-ANS,GLEX,ground,49.0,2.4,GL6T,Bombardier,ALE,Alliance Executive Jets,Global 6000
a249a0,N2467K  ,N2467K,GLF4,ground,49.0,2.4,,---,,---,---
4d20f7,VJT878  ,9H-VJO,GLEX,ground,49.0,2.4,GL6T,Bombardier,VJT,VistaJet,Global 6000
346603,GES061C ,EC-NOC,GLEX,ground,49.0,2.4,,---,,---,---
4915a5,LMJ218E ,CS-EME,F900,ground,49.0,2.4,,---,,---,---
3c5853,AHO771L ,D-AFBS,E35L,ground,49.0,2.4,E35L,Embraer,AHO,Air Hamburg GmbH,Legacy 650
4a5243,TOY201  ,YR-TRC,CL30,ground,49.0,2.4,CL30,Bombardier,TOY,Toyo Aviation,Challenger 300
3929cc,DSF99IS ,F-GKOM,F900,ground,49.0,2.4,F900,Dassault,DSF,DFS France,Falcon 900 B
3929cc,DSF01MO ,F-GKOM,F900,ground,49.0,2.4,F900,Dassault,DSF,DFS France,Falcon 900 B
39a529,FHJJJ   ,F-HJJJ,F900,ground,49.0,2.4,F9LX,Dassault,F9LX,JCDecaux Group,Falcon 900LX
3c0c0c,AHO847Y ,D-ATOP,E35L,ground,49.0,2.4,E35L,Embraer,AHO,Air Hamburg GmbH,Legacy 650 E
acd5c6,N926PN  ,N926PN,GLEX,ground,49.0,2.4,GLEX,Bombardier,PVA,Planet Nine Private Air,Global Express
acb223,N917R   ,N917R,GLEX,ground,49.0,2.4,GLEX,Bombardier,GLEX,North American Air Charter,Global Express
ad43e7,N954E   ,N954E,GLEX,ground,49.0,2.4,,---,,---,---
48d635,JDI20B  ,SP-ZSZ,CL30,ground,49.0,2.4,CL30,Bombardier,JDI,Jet Story,Challenger 300
491d87,NJE8NJ  ,CS-GLG,GLEX,ground,49.0,2.4,GL6T,Bombardier,NJE,NetJets Europe,Global 6000
491d87,NJE711E ,CS-GLG,GLEX,ground,49.0,2.4,GL6T,Bombardier,NJE,NetJets Europe,Global 6000
491d87,NJE242T ,CS-GLG,GLEX,ground,49.0,2.4,GL6T,Bombardier,NJE,NetJets Europe,Global 6000
a6e3b2,N543GL  ,N543GL,GLEX,ground,49.0,2.4,GL6T,Bombardier,GL6T,Skechers USA Inc,Global 6000
4d20ac,KFE914  ,9H-III,GLEX,ground,49.0,2.4,GLEX,Bombardier,KFE,Skyfirst Ltd,Global Express
399043,LEA174D ,F-HECD,FA7X,ground,49.0,2.4,,---,,---,---
acd5c6,N926PN  ,N926PN,GLEX,ground,49.0,2.5,GLEX,Bombardier,PVA,Planet Nine Private Air,Global Express
4075d3,GSPTX   ,G-SPTX,FA7X,ground,49.2,-123.2,FA7X,Dassault,JCO,Concierge U Ltd,Falcon 7X
c02072,CFMHL   ,C-FMHL,GLEX,ground,49.2,-123.2,GL7T,Bombardier,GL7T,Bombardier Inc,Global 7500
c05df9,CGJPG   ,C-GJPG,F900,ground,49.2,-123.2,F9EX,Dassault,F9EX,Pattison Airways,Falcon 900EX EASy
a0f3a5,N160WC  ,N160WC,CL30,ground,49.2,-123.2,CL30,Bombardier,CL30,Washington Corp,Challenger 300
c06ce6,TEST123 ,C-GPGF,CL30,ground,49.9,-97.2,CL30,Bombardier,CNK,Sunwest Aviation,Challenger 300
3c1c82,AHO733D ,D-AZUR,E35L,ground,50.0,8.6,E35L,Embraer,AHO,Air Hamburg GmbH,Legacy 650
43eafa,MSURE   ,M-SURE,FA7X,ground,50.0,8.6,FA7X,Dassault,FA7X,Arirang Aviation IOM Limited,Falcon 7X
8014a0,VTNAD   ,VT-NAD,GLEX,ground,50.1,14.3,GL6T,Bombardier,GL6T,Poonawalla Aviation P/L,Global 6500
49d0c6,ABP711  ,OK-SLN,E35L,ground,50.1,14.3,E35L,Embraer,ABP,ABS Jets,Legacy 600
49d0c6,ABP712  ,OK-SLN,E35L,ground,50.1,14.3,E35L,Embraer,ABP,ABS Jets,Legacy 600
4d2093,AXY224G ,9H-JPC,E35L,ground,50.1,14.3,E35L,Embraer,AXY,Air X Charter,Legacy 600
49d44f,ABP611  ,OK-FLN,FA7X,ground,50.1,14.3,FA7X,Dassault,ABP,ABS Jets,Falcon 7X
4b9c30,TRK9    ,TC-GAP,GLF4,ground,50.1,22.0,G450,Gulfstream Aerospace,TRK,Turkish Airlines General Aviation,G450
3ebd41,GAF625  ,14+06,GLEX,ground,50.9,7.1,GL6T,Bombardier,GAF,German Air Force,Global 6000
aaafad,EJA788  ,N788QS,CL30,ground,51.1,-114.0,CL35,Bombardier,EJA,NetJets,Challenger 350
c07525,00HRT433,C-GSJK,CL30,ground,51.1,-114.0,CL30,Bombardier,HRT,Chartright Air,Challenger 300
c02d99,CFRGY   ,C-FRGY,CL30,ground,51.1,-114.0,CL30,Bombardier,CL30,Flight North Holdings Corp,Challenger 300
